Date,High,Low,Open,Status,DateTime,year,month,day,30d_avg,Std,RSI,Williams %R
3/22/2011,135.0,135.0,135.0,1,2011-03-22,2011,3,22,136.36666666666667,3.755302764168933,49.08421923477347,-16.666666666666668
3/23/2011,135.0,135.0,135.0,0,2011-03-23,2011,3,23,136.2,3.699021305790191,49.08421923477347,-0.0
3/24/2011,133.0,133.0,133.0,-1,2011-03-24,2011,3,24,136.0,3.704610361567678,45.11723096171601,-40.0
3/27/2011,135.0,135.0,135.0,1,2011-03-27,2011,3,27,135.8,3.5854110522774425,49.511588780227214,-0.0
3/28/2011,134.0,134.0,134.0,-1,2011-03-28,2011,3,28,135.5,3.3295956055581115,47.46519431249384,-33.333333333333336
3/29/2011,130.0,130.0,130.0,-1,2011-03-29,2011,3,29,135.0,2.9594966953276645,40.29153176509608,-100.0
3/30/2011,127.0,127.0,127.0,-1,2011-03-30,2011,3,30,134.5,3.002872188307483,35.9081917269445,-100.0
3/31/2011,129.0,129.0,129.0,1,2011-03-31,2011,3,31,134.2,3.0894704378270297,40.551482066527925,-75.0
4/4/2011,132.0,132.0,132.0,1,2011-04-04,2011,4,4,134.0,3.028599312075418,46.7798640226211,-37.5
4/5/2011,131.0,131.0,131.0,-1,2011-04-05,2011,4,5,133.76666666666668,2.9790455927491983,45.08426699130031,-50.0
4/6/2011,128.0,128.0,128.0,-1,2011-04-06,2011,4,6,133.4,2.9896372747346884,40.358184946265695,-85.71428571428571
4/7/2011,131.0,131.0,131.0,1,2011-04-07,2011,4,7,133.13333333333333,2.825174188506368,46.40823524754254,-20.0
4/10/2011,128.0,128.0,128.0,-1,2011-04-10,2011,4,10,132.76666666666668,2.7503395819593406,41.83776113666512,-80.0
4/11/2011,128.0,128.0,128.0,0,2011-04-11,2011,4,11,132.53333333333333,2.849480694773241,41.83776113666513,-100.0
4/13/2011,128.0,128.0,128.0,0,2011-04-13,2011,4,13,132.36666666666667,2.965122935560826,41.83776113666512,-100.0
4/17/2011,127.0,127.0,127.0,-1,2011-04-17,2011,4,17,132.1,3.0777286743804773,40.189917098544576,-100.0
4/18/2011,125.0,125.0,125.0,-1,2011-04-18,2011,4,18,131.73333333333332,3.247633975185934,37.04711695443865,-100.0
4/19/2011,122.0,122.0,122.0,-1,2011-04-19,2011,4,19,131.3,3.6402917654951,32.89214758328299,-100.0
4/20/2011,126.0,126.0,126.0,1,2011-04-20,2011,4,20,131.1,3.7632524450955516,42.2002802206392,-33.333333333333336
4/21/2011,126.0,126.0,126.0,0,2011-04-21,2011,4,21,130.93333333333334,3.87683957076788,42.20028022063921,-33.333333333333336
4/25/2011,124.0,124.0,124.0,-1,2011-04-25,2011,4,25,130.53333333333333,3.9543370631745396,39.05871189061449,-66.66666666666667
4/26/2011,122.0,122.0,122.0,-1,2011-04-26,2011,4,26,130.03333333333333,4.055505694334811,36.15975759016918,-100.0
4/27/2011,122.0,122.0,122.0,0,2011-04-27,2011,4,27,129.6,4.198521907397537,36.15975759016918,-100.0
4/28/2011,121.0,121.0,121.0,-1,2011-04-28,2011,4,28,129.16666666666666,4.395007617060921,34.66769253304627,-100.0
5/2/2011,124.0,124.0,124.0,1,2011-05-02,2011,5,2,128.76666666666668,4.296617220585333,42.35274473173799,-40.0
5/3/2011,123.0,123.0,123.0,-1,2011-05-03,2011,5,3,128.36666666666667,4.25467964135671,40.63680584246753,-60.0
5/4/2011,127.0,127.0,127.0,1,2011-05-04,2011,5,4,128.26666666666668,4.250219737389175,49.4578266064246,-0.0
5/5/2011,126.0,126.0,126.0,-1,2011-05-05,2011,5,5,128.13333333333333,4.256705325705036,47.55532332642582,-16.666666666666668
5/8/2011,125.0,125.0,125.0,-1,2011-05-08,2011,5,8,127.9,4.229208779021472,45.663651871665856,-33.333333333333336
5/9/2011,124.0,124.0,124.0,-1,2011-05-09,2011,5,9,127.6,4.173809968742347,43.78785864863833,-50.0
5/10/2011,124.0,124.0,124.0,0,2011-05-10,2011,5,10,127.23333333333333,3.979978628718761,43.78785864863833,-75.0
5/11/2011,125.0,125.0,125.0,1,2011-05-11,2011,5,11,126.9,3.7171550114719407,46.34409616085404,-50.0
5/12/2011,129.0,129.0,129.0,1,2011-05-12,2011,5,12,126.76666666666667,3.5591875606596868,55.13313652446881,-0.0
5/15/2011,130.0,130.0,130.0,1,2011-05-15,2011,5,15,126.6,3.2652823714830363,57.028235191391374,-0.0
5/16/2011,131.0,131.0,131.0,1,2011-05-16,2011,5,16,126.5,3.070998938905591,58.89786317580084,-0.0
5/18/2011,138.0,138.0,138.0,1,2011-05-18,2011,5,18,126.76666666666667,3.673608893016675,69.04925938859513,-0.0
5/19/2011,133.0,133.0,133.0,-1,2011-05-19,2011,5,19,126.96666666666667,3.84603094410187,58.02534659348931,-35.71428571428571
5/22/2011,131.0,131.0,131.0,-1,2011-05-22,2011,5,22,127.03333333333333,3.8994547216806343,54.29152583024951,-53.84615384615385
5/23/2011,131.0,131.0,131.0,0,2011-05-23,2011,5,23,127.0,3.8596051254161408,54.29152583024951,-77.77777777777779
5/24/2011,130.0,130.0,130.0,-1,2011-05-24,2011,5,24,126.96666666666667,3.8280573387171675,52.338550379840164,-100.0
5/25/2011,132.0,132.0,132.0,1,2011-05-25,2011,5,25,127.1,3.9334989250162575,55.76574035303252,-75.0
5/26/2011,128.0,128.0,128.0,-1,2011-05-26,2011,5,26,127.0,3.868529079815728,48.28718819195048,-100.0
5/30/2011,129.0,129.0,129.0,1,2011-05-30,2011,5,30,127.03333333333333,3.8817284928179396,50.08924663695375,-80.0
5/31/2011,130.0,130.0,130.0,1,2011-05-31,2011,5,31,127.1,3.9159268071072644,51.8945479699064,-50.0
6/1/2011,132.0,132.0,132.0,1,2011-06-01,2011,6,1,127.23333333333333,4.014485266385167,55.371380033835024,-0.0
6/2/2011,128.0,128.0,128.0,-1,2011-06-02,2011,6,2,127.26666666666667,4.016632088371292,47.91280757087695,-100.0
6/5/2011,129.0,129.0,129.0,1,2011-06-05,2011,6,5,127.4,4.005169073877582,49.73567430141051,-75.0
6/6/2011,126.0,126.0,126.0,-1,2011-06-06,2011,6,6,127.53333333333333,3.883948695756026,44.68351289918896,-100.0
6/7/2011,122.0,122.0,122.0,-1,2011-06-07,2011,6,7,127.4,4.005169073877583,38.99565376693948,-100.0
6/8/2011,118.0,118.0,118.0,-1,2011-06-08,2011,6,8,127.13333333333334,4.352829704546482,34.29444073519548,-99.99999999999999
6/9/2011,118.0,118.0,118.0,0,2011-06-09,2011,6,9,126.93333333333334,4.630731924968251,34.29444073519548,-99.99999999999999
6/12/2011,120.0,120.0,120.0,1,2011-06-12,2011,6,12,126.86666666666666,4.717782451996748,38.587712415128465,-81.81818181818181
6/13/2011,120.0,120.0,120.0,0,2011-06-13,2011,6,13,126.8,4.802298300347228,38.587712415128465,-81.81818181818181
6/14/2011,117.0,117.0,117.0,-1,2011-06-14,2011,6,14,126.66666666666667,5.019502196318997,34.64913587819733,-100.0
6/15/2011,117.0,117.0,117.0,0,2011-06-15,2011,6,15,126.43333333333334,5.302460933757425,34.64913587819732,-100.0
6/16/2011,121.0,121.0,121.0,1,2011-06-16,2011,6,16,126.36666666666666,5.359383220646552,43.55761765455776,-0.0
6/19/2011,124.0,124.0,124.0,1,2011-06-19,2011,6,19,126.26666666666667,5.375123628623736,49.15571507444489,-0.0
6/20/2011,130.0,130.0,130.0,1,2011-06-20,2011,6,20,126.4,5.4177231507277765,58.10540164062097,-0.0
6/21/2011,134.0,134.0,134.0,1,2011-06-21,2011,6,21,126.7,5.584152453209913,62.805796755685186,-0.0
6/23/2011,136.0,136.0,136.0,1,2011-06-23,2011,6,23,127.1,5.809326627249456,64.92479796240578,-0.0
6/26/2011,147.0,147.0,147.0,1,2011-06-26,2011,6,26,127.86666666666666,6.816477669301972,73.77447631347492,-0.0
6/29/2011,147.0,147.0,147.0,0,2011-06-29,2011,6,29,128.6,7.632055808369679,73.77447631347493,-0.0
7/4/2011,140.0,140.0,140.0,-1,2011-07-04,2011,7,4,128.96666666666667,7.9110718282205434,62.19345838948504,-30.434782608695652
7/5/2011,126.0,126.0,126.0,-1,2011-07-05,2011,7,5,128.83333333333334,7.926747967062767,46.478658311452,-100.0
7/6/2011,126.0,126.0,126.0,0,2011-07-06,2011,7,6,128.66666666666666,7.932183824766384,46.478658311452,-100.0
7/7/2011,125.0,125.0,125.0,-1,2011-07-07,2011,7,7,128.23333333333332,7.757902904217405,45.52572533081972,-100.0
7/10/2011,125.0,125.0,125.0,0,2011-07-10,2011,7,10,127.96666666666667,7.725833660332517,45.525725330819704,-100.0
7/11/2011,125.0,125.0,125.0,0,2011-07-11,2011,7,11,127.76666666666667,7.722262190144406,45.525725330819704,-100.0
7/12/2011,127.0,127.0,127.0,1,2011-07-12,2011,7,12,127.63333333333334,7.699007250527741,48.17967657445285,-86.66666666666667
7/13/2011,127.0,127.0,127.0,0,2011-07-13,2011,7,13,127.53333333333333,7.6866805235592395,48.179676574452856,-0.0
7/14/2011,131.0,131.0,131.0,1,2011-07-14,2011,7,14,127.5,7.66879031057616,53.44110330078067,-0.0
7/18/2011,130.0,130.0,130.0,-1,2011-07-18,2011,7,18,127.56666666666666,7.681968737124715,52.01913082290899,-16.666666666666668
7/19/2011,132.0,132.0,132.0,1,2011-07-19,2011,7,19,127.66666666666667,7.720699152427804,54.61986654480187,-0.0
7/20/2011,132.0,132.0,132.0,0,2011-07-20,2011,7,20,127.73333333333333,7.750120503327191,54.61986654480187,-0.0
7/21/2011,132.0,132.0,132.0,0,2011-07-21,2011,7,21,127.73333333333333,7.750120503327191,54.619866544801866,-0.0
7/24/2011,132.0,132.0,132.0,0,2011-07-24,2011,7,24,127.86666666666666,7.789176103274122,54.61986654480187,-0.0
7/25/2011,130.0,130.0,130.0,-1,2011-07-25,2011,7,25,127.9,7.7963298173365,50.908314428091984,-100.0
7/26/2011,129.0,129.0,129.0,-1,2011-07-26,2011,7,26,128.0,7.790356549761655,49.111341982623216,-100.0
7/27/2011,127.0,127.0,127.0,-1,2011-07-27,2011,7,27,128.16666666666666,7.710643487317141,45.64136938542698,-100.0
7/28/2011,132.0,132.0,132.0,1,2011-07-28,2011,7,28,128.63333333333333,7.494749119738202,54.329136296624625,-0.0
7/31/2011,128.0,128.0,128.0,-1,2011-07-31,2011,7,31,128.96666666666667,7.2229678365486665,47.75374291347884,-80.0
8/1/2011,125.0,125.0,125.0,-1,2011-08-01,2011,8,1,129.13333333333333,7.064888086740039,43.50131222262249,-99.99999999999999
8/2/2011,126.0,126.0,126.0,1,2011-08-02,2011,8,2,129.33333333333334,6.879922480183459,45.25142515534925,-85.71428571428571
8/3/2011,125.0,125.0,125.0,-1,2011-08-03,2011,8,3,129.6,6.531620699758798,43.79061610185182,-99.99999999999999
8/4/2011,123.0,123.0,123.0,-1,2011-08-04,2011,8,4,129.8,6.216773750271866,40.94377178930449,-100.0
8/7/2011,126.0,126.0,126.0,1,2011-08-07,2011,8,7,129.96666666666667,6.037145553718409,46.556260058064,-66.66666666666667
8/8/2011,125.0,125.0,125.0,-1,2011-08-08,2011,8,8,130.0,6.005744376614919,45.02036281983896,-60.0
8/9/2011,125.0,125.0,125.0,0,2011-08-09,2011,8,9,129.83333333333334,6.074726236677259,45.02036281983896,-33.333333333333336
8/10/2011,123.0,123.0,123.0,-1,2011-08-10,2011,8,10,129.46666666666667,6.146113621116887,41.820217340077384,-100.0
8/11/2011,125.0,125.0,125.0,1,2011-08-11,2011,8,11,129.1,6.070562094067684,45.95719607278586,-33.333333333333336
8/15/2011,123.0,123.0,123.0,-1,2011-08-15,2011,8,15,128.3,5.140441414026127,42.68827466442749,-100.0
8/16/2011,127.0,127.0,127.0,1,2011-08-16,2011,8,16,127.63333333333334,3.736892802328215,50.30211159660482,-0.0
8/17/2011,126.0,126.0,126.0,-1,2011-08-17,2011,8,17,127.16666666666667,2.9253155837222558,48.56507548000533,-25.0
8/18/2011,130.0,130.0,130.0,1,2011-08-18,2011,8,18,127.3,2.961243913837873,55.22544847512548,-0.0
8/22/2011,128.0,128.0,128.0,-1,2011-08-22,2011,8,22,127.36666666666666,2.953470586572277,51.62578578146665,-28.57142857142857
8/23/2011,127.0,127.0,127.0,-1,2011-08-23,2011,8,23,127.43333333333334,2.9205966954497034,49.8752837350942,-42.857142857142854
8/24/2011,127.0,127.0,127.0,0,2011-08-24,2011,8,24,127.5,2.8857557427642786,49.8752837350942,-42.857142857142854
8/25/2011,126.0,126.0,126.0,-1,2011-08-25,2011,8,25,127.53333333333333,2.861556525237078,47.98816403122756,-100.0
8/28/2011,126.0,126.0,126.0,0,2011-08-28,2011,8,28,127.5,2.8737816008972628,47.988164031227555,-100.0
8/29/2011,126.0,126.0,126.0,0,2011-08-29,2011,8,29,127.46666666666667,2.885556580905954,47.98816403122756,-100.0
8/30/2011,124.0,124.0,124.0,-1,2011-08-30,2011,8,30,127.23333333333333,2.8729815503247162,43.84424979048346,-100.0
9/1/2011,122.0,122.0,122.0,-1,2011-09-01,2011,9,1,126.96666666666667,2.976729672010938,40.11384783225018,-100.0
9/4/2011,125.0,125.0,125.0,1,2011-09-04,2011,9,4,126.73333333333333,2.8397830579275625,47.3501408330261,-40.0
9/5/2011,125.0,125.0,125.0,0,2011-09-05,2011,9,5,126.5,2.674915403109707,47.3501408330261,-25.0
9/6/2011,120.0,120.0,120.0,-1,2011-09-06,2011,9,6,126.1,2.7209278336373663,38.384794517360085,-100.0
9/7/2011,121.0,121.0,121.0,1,2011-09-07,2011,9,7,125.73333333333333,2.6383554613111455,40.7990816405609,-83.33333333333334
9/8/2011,120.0,120.0,120.0,-1,2011-09-08,2011,9,8,125.4,2.711406302628121,39.14717270612832,-100.0
9/12/2011,121.0,121.0,121.0,1,2011-09-12,2011,9,12,125.13333333333334,2.7384029240988457,41.68970028054154,-80.0
9/13/2011,119.0,119.0,119.0,-1,2011-09-13,2011,9,13,124.86666666666666,2.9329675843035115,38.24774353424779,-100.0
9/14/2011,118.0,118.0,118.0,-1,2011-09-14,2011,9,14,124.4,2.8719811736969008,36.61977145285392,-99.99999999999999
9/15/2011,117.0,117.0,117.0,-1,2011-09-15,2011,9,15,124.03333333333333,3.090400412995724,35.014764114141016,-100.0
9/18/2011,120.0,120.0,120.0,1,2011-09-18,2011,9,18,123.86666666666666,3.170264139254669,43.07536772736254,-25.0
9/19/2011,116.0,116.0,116.0,-1,2011-09-19,2011,9,19,123.53333333333333,3.451469785201862,36.563264841866975,-100.0
9/20/2011,117.0,117.0,117.0,1,2011-09-20,2011,9,20,123.26666666666667,3.638238805960362,39.04429097648469,-80.0
9/21/2011,118.0,118.0,118.0,1,2011-09-21,2011,9,21,123.1,3.763252445095562,41.507903411295906,-50.0
9/22/2011,117.0,117.0,117.0,-1,2011-09-22,2011,9,22,122.8,3.880988142924136,39.77661086130249,-75.0
9/25/2011,118.0,118.0,118.0,1,2011-09-25,2011,9,25,122.56666666666666,3.9539010272557196,42.365462476228956,-50.0
9/26/2011,120.0,120.0,120.0,1,2011-09-26,2011,9,26,122.4,3.953174193846896,47.24954358056465,-0.0
9/27/2011,120.0,120.0,120.0,0,2011-09-27,2011,9,27,122.3,3.9753551131770073,47.24954358056465,-0.0
9/29/2011,118.0,118.0,118.0,-1,2011-09-29,2011,9,29,122.06666666666666,4.016632088371282,43.02136247143197,-66.66666666666667
10/2/2011,118.0,118.0,118.0,0,2011-10-02,2011,10,2,121.9,4.079807297680543,43.02136247143197,-66.66666666666667
10/10/2011,117.0,117.0,117.0,-1,2011-10-10,2011,10,10,121.56666666666666,4.057205878462468,40.89905358117583,-100.0
10/12/2011,120.0,120.0,120.0,1,2011-10-12,2011,10,12,121.36666666666666,3.9782454400916145,49.023606596324875,-0.0
10/13/2011,118.0,118.0,118.0,-1,2011-10-13,2011,10,13,120.96666666666667,3.671731089745384,44.61981986725943,-66.66666666666667
10/16/2011,118.0,118.0,118.0,0,2011-10-16,2011,10,16,120.63333333333334,3.458954728829575,44.61981986725943,-66.66666666666667
10/17/2011,117.0,117.0,117.0,-1,2011-10-17,2011,10,17,120.3,3.302559091329732,42.41061998102536,-100.0
10/18/2011,117.0,117.0,117.0,0,2011-10-18,2011,10,18,119.96666666666667,3.1015383650513813,42.41061998102536,-100.0
10/19/2011,116.0,116.0,116.0,-1,2011-10-19,2011,10,19,119.63333333333334,2.9651229355608604,40.10757224054739,-100.0
10/20/2011,117.0,117.0,117.0,1,2011-10-20,2011,10,20,119.33333333333333,2.7459479028302827,43.41661174934849,-75.0
10/23/2011,116.0,116.0,116.0,-1,2011-10-23,2011,10,23,119.0,2.5051670740623457,40.97840903021348,-100.0
10/24/2011,115.0,115.0,115.0,-1,2011-10-24,2011,10,24,118.7,2.4233063762355855,38.641445521010645,-100.0
10/25/2011,116.0,116.0,116.0,1,2011-10-25,2011,10,25,118.5,2.3889111644690235,42.19179423544458,-50.0
10/30/2011,119.0,119.0,119.0,1,2011-10-30,2011,10,30,118.3,2.053592310881341,51.296430882329894,-0.0
10/31/2011,120.0,120.0,120.0,1,2011-10-31,2011,10,31,118.13333333333334,1.6553639735895254,53.902659034494704,-0.0
11/2/2011,119.0,119.0,119.0,-1,2011-11-02,2011,11,2,118.1,1.6262925893600848,50.96559493572581,-20.0
11/3/2011,129.0,129.0,129.0,1,2011-11-03,2011,11,3,118.36666666666666,2.5255021123611927,69.09850241737605,-0.0
11/6/2011,133.0,133.0,133.0,1,2011-11-06,2011,11,6,118.8,3.6709483882187883,73.3446543404985,-0.0
11/8/2011,120.0,120.0,120.0,-1,2011-11-08,2011,11,8,118.76666666666667,3.654787444485441,49.525997137827176,-76.47058823529412
11/9/2011,119.0,119.0,119.0,-1,2011-11-09,2011,11,9,118.76666666666667,3.654787444485441,48.228536409055195,-99.99999999999999
11/10/2011,118.0,118.0,118.0,-1,2011-11-10,2011,11,10,118.76666666666667,3.654787444485441,46.90521064654959,-100.0
11/13/2011,119.0,119.0,119.0,1,2011-11-13,2011,11,13,118.83333333333333,3.6396602089731136,48.42909537838217,-93.33333333333334
11/14/2011,120.0,120.0,120.0,1,2011-11-14,2011,11,14,118.83333333333333,3.6396602089731136,49.97530837413532,-86.66666666666667
11/15/2011,122.0,122.0,122.0,1,2011-11-15,2011,11,15,119.03333333333333,3.643447905992173,53.00980392985842,-73.33333333333334
11/16/2011,119.0,119.0,119.0,-1,2011-11-16,2011,11,16,119.1,3.62320109942812,48.278986654779736,-75.0
11/17/2011,120.0,120.0,120.0,1,2011-11-17,2011,11,17,119.16666666666667,3.6206622878003176,49.884505561573484,-50.0
11/20/2011,118.0,118.0,118.0,-1,2011-11-20,2011,11,20,119.2,3.6045947689409474,46.75827125835752,-100.0
11/21/2011,118.0,118.0,118.0,0,2011-11-21,2011,11,21,119.2,3.6045947689409474,46.75827125835752,-100.0
11/22/2011,118.0,118.0,118.0,0,2011-11-22,2011,11,22,119.13333333333334,3.6077821378270016,46.75827125835752,-100.0
11/23/2011,117.0,117.0,117.0,-1,2011-11-23,2011,11,23,119.03333333333333,3.624469838362017,44.99724500236159,-100.0
11/24/2011,117.0,117.0,117.0,0,2011-11-24,2011,11,24,119.0,3.638870609178817,44.99724500236159,-100.0
11/27/2011,117.0,117.0,117.0,0,2011-11-27,2011,11,27,118.96666666666667,3.652899965906558,44.99724500236159,-100.0
11/28/2011,119.0,119.0,119.0,1,2011-11-28,2011,11,28,119.03333333333333,3.633971261091283,49.72687645240267,-0.0
11/29/2011,118.0,118.0,118.0,-1,2011-11-29,2011,11,29,118.96666666666667,3.6339712610912835,47.52632378522794,-50.0
12/5/2011,125.0,125.0,125.0,1,2011-12-05,2011,12,5,119.2,3.791096647818943,60.65255040810295,-0.0
12/6/2011,121.0,121.0,121.0,-1,2011-12-06,2011,12,6,119.3,3.7979123121835046,52.561372690991135,-50.0
12/7/2011,119.0,119.0,119.0,-1,2011-12-07,2011,12,7,119.36666666666666,3.773622912408981,49.03882095479751,-75.0
12/8/2011,114.0,114.0,114.0,-1,2011-12-08,2011,12,8,119.26666666666667,3.8768395707679,41.54308736514829,-100.0
12/11/2011,117.0,117.0,117.0,1,2011-12-11,2011,12,11,119.3,3.8520035091473277,46.797697341324074,-72.72727272727273
12/12/2011,115.0,115.0,115.0,-1,2011-12-12,2011,12,12,119.23333333333333,3.9100518854776096,43.960677257667214,-90.9090909090909
12/13/2011,115.0,115.0,115.0,0,2011-12-13,2011,12,13,119.2,3.942692935825395,43.9606772576672,-90.9090909090909
12/14/2011,114.0,114.0,114.0,-1,2011-12-14,2011,12,14,119.16666666666667,3.9834427436521036,42.46775696828958,-99.99999999999999
12/15/2011,114.0,114.0,114.0,0,2011-12-15,2011,12,15,119.1,4.054371842157962,42.46775696828957,-100.0
12/18/2011,114.0,114.0,114.0,0,2011-12-18,2011,12,18,118.93333333333334,4.160017683428446,42.467756968289564,-100.0
12/19/2011,114.0,114.0,114.0,0,2011-12-19,2011,12,19,118.73333333333333,4.250219737389181,42.467756968289564,-100.0
12/20/2011,113.0,113.0,113.0,-1,2011-12-20,2011,12,20,118.53333333333333,4.376530930829389,40.6126363117038,-100.0
12/21/2011,113.0,113.0,113.0,0,2011-12-21,2011,12,21,118.0,4.0172043804719975,40.612636311703795,-100.0
12/22/2011,116.0,116.0,116.0,1,2011-12-22,2011,12,22,117.43333333333334,2.860953944275415,48.44784054697761,-0.0
12/26/2011,116.0,116.0,116.0,0,2011-12-26,2011,12,26,117.3,2.8302552583798697,48.44784054697761,-0.0
12/27/2011,113.0,113.0,113.0,-1,2011-12-27,2011,12,27,117.1,2.9166584564746083,42.01850312880147,-100.0
12/28/2011,114.0,114.0,114.0,1,2011-12-28,2011,12,28,116.96666666666667,2.965122935560889,44.65503682337547,-66.66666666666667
12/29/2011,113.0,113.0,113.0,-1,2011-12-29,2011,12,29,116.76666666666667,3.024991688028977,42.57037294575737,-100.0
1/1/2012,115.0,115.0,115.0,1,2012-01-01,2012,1,1,116.6,2.9780808446451057,47.817319630614804,-33.333333333333336
1/2/2012,114.0,114.0,114.0,-1,2012-01-02,2012,1,2,116.33333333333333,2.8324880415895604,45.575223889151665,-66.66666666666667
1/3/2012,118.0,118.0,118.0,1,2012-01-03,2012,1,3,116.3,2.8057822069975753,54.72082237009368,-0.0
1/4/2012,115.0,115.0,115.0,-1,2012-01-04,2012,1,4,116.13333333333334,2.725781549844376,48.181380739495346,-60.0
1/5/2012,114.0,114.0,114.0,-1,2012-01-05,2012,1,5,116.0,2.7291529568841884,46.19945081994125,-80.0
1/8/2012,113.0,113.0,113.0,-1,2012-01-08,2012,1,8,115.83333333333333,2.7553500726748403,44.23967816017551,-100.0
1/9/2012,114.0,114.0,114.0,1,2012-01-09,2012,1,9,115.7,2.743644693996891,46.675686860441765,-80.0
1/10/2012,111.0,111.0,111.0,-1,2012-01-10,2012,1,10,115.5,2.8617573573618236,40.902572920643784,-99.99999999999999
1/11/2012,112.0,112.0,112.0,1,2012-01-11,2012,1,11,115.33333333333333,2.9164614049284983,43.41494845659922,-85.71428571428571
1/12/2012,112.0,112.0,112.0,0,2012-01-12,2012,1,12,115.16666666666667,2.960467499583922,43.41494845659922,-75.0
1/16/2012,112.0,112.0,112.0,0,2012-01-16,2012,1,16,114.93333333333334,2.923546893207345,43.41494845659922,-66.66666666666667
1/17/2012,111.0,111.0,111.0,-1,2012-01-17,2012,1,17,114.7,2.949576240750643,41.225972737497905,-100.0
1/18/2012,113.0,113.0,113.0,1,2012-01-18,2012,1,18,114.3,2.230664042155651,46.98339696506811,-33.333333333333336
1/19/2012,118.0,118.0,118.0,1,2012-01-19,2012,1,19,114.2,1.9722208731312165,58.04768360348047,-0.0
1/22/2012,117.0,117.0,117.0,-1,2012-01-22,2012,1,22,114.13333333333334,1.8332810859850557,55.55069975095036,-14.285714285714285
1/23/2012,117.0,117.0,117.0,0,2012-01-23,2012,1,23,114.23333333333333,1.906130460732947,55.55069975095036,-14.285714285714285
1/25/2012,112.0,112.0,112.0,-1,2012-01-25,2012,1,25,114.06666666666666,1.8742048122234594,44.46039402806317,-85.71428571428571
1/26/2012,114.0,114.0,114.0,1,2012-01-26,2012,1,26,114.03333333333333,1.865907070409175,48.85855997534488,-57.14285714285714
1/29/2012,112.0,112.0,112.0,-1,2012-01-29,2012,1,29,113.93333333333334,1.8925139881657265,45.01926157435794,-100.0
1/31/2012,112.0,112.0,112.0,0,2012-01-31,2012,1,31,113.86666666666666,1.9250317208912227,45.01926157435794,-100.0
2/1/2012,110.0,110.0,110.0,-1,2012-02-01,2012,2,1,113.73333333333333,2.0499509385776404,41.25914907446016,-99.99999999999999
2/2/2012,111.0,111.0,111.0,1,2012-02-02,2012,2,2,113.63333333333334,2.1088211011800504,43.78723654025555,-85.71428571428571
2/5/2012,111.0,111.0,111.0,0,2012-02-05,2012,2,5,113.53333333333333,2.1613107985240623,43.78723654025555,-75.0
2/6/2012,110.0,110.0,110.0,-1,2012-02-06,2012,2,6,113.43333333333334,2.2542424881549286,41.70555115298299,-100.0
2/7/2012,111.0,111.0,111.0,1,2012-02-07,2012,2,7,113.36666666666666,2.296674257198609,44.54474438569732,-50.0
2/8/2012,110.0,110.0,110.0,-1,2012-02-08,2012,2,8,113.16666666666667,2.320572660199415,42.32477448189048,-100.0
2/9/2012,110.0,110.0,110.0,0,2012-02-09,2012,2,9,112.96666666666667,2.3265089035207955,42.32477448189047,-100.0
2/12/2012,109.0,109.0,109.0,-1,2012-02-12,2012,2,12,112.83333333333333,2.4365511710604424,40.01211601110185,-100.0
2/13/2012,109.0,109.0,109.0,0,2012-02-13,2012,2,13,112.66666666666667,2.5234532077997067,40.01211601110185,-100.0
2/14/2012,108.0,108.0,108.0,-1,2012-02-14,2012,2,14,112.5,2.661993030898526,37.6276387692087,-100.0
2/15/2012,109.0,109.0,109.0,1,2012-02-15,2012,2,15,112.3,2.692902548911048,41.38916629994907,-66.66666666666667
2/16/2012,111.0,111.0,111.0,1,2012-02-16,2012,2,16,112.2,2.683281572999855,48.12710732361496,-0.0
2/21/2012,108.0,108.0,108.0,-1,2012-02-21,2012,2,21,111.86666666666666,2.5560386016908843,40.589420349393265,-100.0
2/23/2012,109.0,109.0,109.0,1,2012-02-23,2012,2,23,111.66666666666667,2.537081317024733,43.751844052605,-66.66666666666667
2/26/2012,109.0,109.0,109.0,0,2012-02-26,2012,2,26,111.5,2.5427381385781453,43.751844052605,-66.66666666666667
2/27/2012,107.0,107.0,107.0,-1,2012-02-27,2012,2,27,111.3,2.6542094088838253,38.94354853905612,-100.0
2/28/2012,108.0,108.0,108.0,1,2012-02-28,2012,2,28,111.1,2.669753959992768,42.35479178413339,-75.0
2/29/2012,109.0,109.0,109.0,1,2012-02-29,2012,2,29,111.03333333333333,2.6971675223609437,45.6263474895812,-50.0
3/1/2012,108.0,108.0,108.0,-1,2012-03-01,2012,3,1,110.9,2.7461571896643737,42.99833497272271,-50.0
3/4/2012,108.0,108.0,108.0,0,2012-03-04,2012,3,4,110.76666666666667,2.7876987584415547,42.99833497272271,-50.0
3/5/2012,109.0,109.0,109.0,1,2012-03-05,2012,3,5,110.66666666666667,2.795727446305071,46.56765375343085,-0.0
3/6/2012,107.0,107.0,107.0,-1,2012-03-06,2012,3,6,110.53333333333333,2.873581609136635,41.03350206756339,-100.0
3/11/2012,105.0,105.0,105.0,-1,2012-03-11,2012,3,11,110.26666666666667,3.004976714963315,36.377774957333706,-100.0
3/12/2012,106.0,106.0,106.0,1,2012-03-12,2012,3,12,109.86666666666666,2.7257815498443154,40.040955500083406,-75.0
3/13/2012,106.0,106.0,106.0,0,2012-03-13,2012,3,13,109.5,2.46002523115748,40.040955500083406,-75.0
